Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,PostId,TagId,Id,TagName,Count,ExcerptPostId,WikiPostId
"22703412","1","22704620","","2014-03-28 03:04:37","","208","173529","<p>I was testing out some new features of Java 8 and copied the example into my IDE (Eclipse originally, then IntelliJ) as shown <a href=""http://docs.oracle.com/javase/tutorial/java/javaOO/examples/RosterTest.java"" rel=""noreferrer"">here</a></p>

<p>Eclipse offered no support whatsoever for lambda expressions, and IntelliJ kept reporting an error </p>

<blockquote>
  <p>Lambda expressions not supported at this language level</p>
</blockquote>

<p>I would like to know if this is a problem with my install, the code, or support.</p>
","1692584","","5701085","","2019-05-28 12:18:59","2019-05-28 22:24:40","Java ""lambda expressions not supported at this language level""","<java><intellij-idea><lambda><java-8>","23","8","33","","","CC BY-SA 4.0","22703412","17","17","java","1715860","3624966","3607018"
"53749841","1","53760490","","2018-12-12 19:11:49","","208","18736","<p>Consider the following example:</p>

<pre><code>class Quirky {
    public static void main(String[] args) {
        int x = 1;
        int y = 3;

        System.out.println(x == (x = y)); // false
        x = 1; // reset
        System.out.println((x = y) == x); // true
     }
}
</code></pre>

<p>I'm not sure if there is an item in the Java Language Specification that dictates loading the previous value of a variable for comparison with the right side (<code>x = y</code>) which, by the order implied by brackets, should be calculated first.</p>

<p>Why does the first expression evaluate to <code>false</code>, but the second evaluate to <code>true</code>? I would have expected <code>(x = y)</code> to be evaluated first, and then it would compare <code>x</code> with itself (<code>3</code>) and return <code>true</code>.</p>

<hr>

<p>This question is different from <a href=""https://stackoverflow.com/questions/32755655/order-of-evaluation-of-subexpressions-in-a-java-expression"">order of evaluation of subexpressions in a Java expression</a> in that <code>x</code> is definitely not a 'subexpression' here. It needs to be <strong>loaded</strong> for the comparison rather than to be 'evaluated'. The question is Java-specific and the expression <code>x == (x = y)</code>, unlike far-fetched impractical constructs commonly crafted for tricky interview questions, came from a real project. It was supposed to be a one-line replacement for the compare-and-replace idiom</p>

<pre><code>int oldX = x;
x = y;
return oldX == y;
</code></pre>

<p>which, being even simpler than x86 CMPXCHG instruction, deserved a shorter expression in Java.</p>
","9772691","","4922375","","2018-12-14 09:47:52","2018-12-28 22:26:43","Why is x == (x = y) not the same as (x = y) == x?","<java><variable-assignment><equality><operator-precedence><jls>","14","27","30","","","CC BY-SA 4.0","53749841","17","17","java","1715860","3624966","3607018"
"2367398","1","2367412","","2010-03-02 22:35:56","","208","106153","<p>In the <a href=""http://code.google.com/appengine/docs/java/javadoc/com/google/appengine/api/xmpp/MessageBuilder.html"" rel=""noreferrer"">App Engine docs</a>, what is the ellipsis (<code>JID...</code>) for in this method signature?</p>

<pre><code>public MessageBuilder withRecipientJids(JID... recipientJids)
</code></pre>

<p>What's the function of those three dots?</p>
","284826","","3912134","","2014-09-24 17:51:45","2018-02-09 23:14:31","What is the ellipsis (...) for in this method signature?","<java><ellipsis>","5","1","32","","","CC BY-SA 3.0","2367398","17","17","java","1715860","3624966","3607018"
"8798403","1","17942294","","2012-01-10 04:04:14","","208","272949","<p>I wrote the following code on immutable Strings.</p>

<pre><code>public class ImmutableStrings {

    public static void main(String[] args) {
        testmethod();
    }

    private static void testmethod() {
        String a = ""a"";
        System.out.println(""a 1--&gt;"" + a);
        a = ""ty"";
        System.out.println(""a 2--&gt;"" + a);
    }
}
</code></pre>

<p>Output:</p>

<pre><code>a 1--&gt;a  
a 2--&gt;ty
</code></pre>

<p>Here the value of variable <code>a</code> has been changed (while many say that contents of the immutable objects cannot be changed). But what exactly does one mean by saying <strong><code>String</code> is immutable</strong>? Could you please clarify this topic for me?</p>

<p>source : <a href=""https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html"" rel=""noreferrer"">https://docs.oracle.com/javase/tutorial/java/nutsandbolts/datatypes.html</a></p>
","818557","","4022700","","2015-09-01 08:25:03","2018-07-17 13:06:51","String is immutable. What exactly is the meaning?","<java><string><immutability>","19","3","155","2015-07-31 18:10:07","","CC BY-SA 3.0","8798403","17","17","java","1715860","3624966","3607018"
"538870","1","538914","","2009-02-11 21:24:32","","208","82779","<p>Let's say I have a class designed to be instantiated. I have several private ""helper"" methods inside the class that do not require access to any of the class members, and operate solely on their arguments, returning a result.</p>

<pre><code>public class Example {
   private Something member;

   public double compute() {
       double total = 0;
       total += computeOne(member);
       total += computeMore(member);
       return total;         
   }

   private double computeOne(Something arg) { ... }
   private double computeMore(Something arg) {... } 
} 
</code></pre>

<p>Is there any particular reason to specify <code>computeOne</code> and <code>computeMore</code> as static methods - or any particular reason not to?</p>

<p>It is certainly easiest to leave them as non-static, even though they could certainly be static without causing any problems.</p>
","53905","avalys","545127","","2014-07-22 11:56:34","2019-11-12 09:34:24","Should private helper methods be static if they can be static","<java><static><methods><static-methods>","21","1","66","","","CC BY-SA 3.0","538870","17","17","java","1715860","3624966","3607018"
"2564298","1","2564303","","2010-04-01 23:39:43","","208","766741","<p><strong>Error</strong></p>

<pre><code>% javac  StringTest.java 
StringTest.java:4: variable errorSoon might not have been initialized
        errorSoon[0] = ""Error, why?"";
</code></pre>

<p><strong>Code</strong></p>

<pre><code>public class StringTest {
        public static void main(String[] args) {
                String[] errorSoon;
                errorSoon[0] = ""Error, why?"";
        }
}
</code></pre>
","164148","","","","","2019-05-14 18:24:50","Java: how to initialize String[]?","<java><string><initialization>","11","1","29","","","CC BY-SA 2.5","2564298","17","17","java","1715860","3624966","3607018"
"6903335","1","","","2011-08-01 19:26:49","","207","74539","<p>For new applications written in Java 7, is there any reason to use a <a href=""http://download.oracle.com/javase/7/docs/api/java/io/File.html"" rel=""noreferrer""><code>java.io.File</code></a> object any more or can we consider it deprecated? </p>

<p>I believe a <a href=""http://download.oracle.com/javase/7/docs/api/java/nio/file/Path.html"" rel=""noreferrer""><code>java.nio.file.Path</code></a> can do everything a <a href=""http://download.oracle.com/javase/7/docs/api/java/io/File.html"" rel=""noreferrer""><code>java.io.File</code></a> can do and more.</p>
","7412","","480894","","2019-11-19 11:01:02","2019-11-19 11:01:02","Java: Path vs File","<java><file-io><path><nio>","7","0","31","","","CC BY-SA 4.0","6903335","17","17","java","1715860","3624966","3607018"
"4778113","1","6450971","","2011-01-24 02:36:12","","207","168313","<p>I know this question has been asked before and I have seen a plethora of solutions out there, yet none seem to work for me.  I was able to build my apk without issues until this error started cropping up.  I have tried cleaning my project, removing it from the workspace and reimporting it, removing ""Java Builder"" from my Builders for the project, building the project manually, reordering my java build path.  I have no visible compiler issues and no problems exist in my workspace.  </p>

<p>I did experience this issue before and solved it once by removing the project form my workspace and re-importing it and another time I solved it by removing ""Java Builder"" from my java build path.  None seem to work this time.  I currently have most of the settings set back to default (i.e. java build is checked again).</p>

<p>I am running windows 7 (64 bit) and using jdk1.6.0_21 via Eclipse 3.6.  </p>

<p>Any suggestions would be greatly appreciated as I have lost loads of development time troubleshooting this already.</p>

<p>[Update] My locale is English &amp; I have tried removing the debug.keystore, United States as related to <a href=""http://code.google.com/p/android/issues/detail?id=834"" rel=""noreferrer"">issue 834</a></p>
","586907","","586907","","2011-01-24 03:04:52","2016-10-31 11:41:18","Android Eclipse - Could not find *.apk","<java><android><eclipse>","24","5","52","","","CC BY-SA 2.5","4778113","17","17","java","1715860","3624966","3607018"
"854264","1","24843914","","2009-05-12 18:51:03","","207","344917","<p>I'm trying to add a directory to the classpath of an application run profile</p>

<p>If I override by using -cp x:target/classes in the VM settings, I get the following error:</p>

<pre><code>java.lang.NoClassDefFoundError: com/intellij/rt/execution/application/AppMain
</code></pre>

<p>Any idea on how to add a directory to the classpath for my project?</p>
","13753","","8583692","","2018-06-21 21:24:13","2020-08-09 12:02:11","How to add directory to classpath in an application run profile in IntelliJ IDEA?","<java><intellij-idea><classpath>","8","2","61","","","CC BY-SA 4.0","854264","17","17","java","1715860","3624966","3607018"
"2422378","1","2431427","","2010-03-11 03:38:11","","207","74450","<p>When I attempt to run the following test in <a href=""http://en.wikipedia.org/wiki/IntelliJ_IDEA"" rel=""noreferrer"">IntelliJ IDEA</a> I get the message:</p>

<blockquote>
  <p>""!!! JUnit version 3.8 or later expected:""</p>
</blockquote>

<p>It should be noted that this is an <a href=""http://en.wikipedia.org/wiki/Android_%28operating_system%29"" rel=""noreferrer"">Android</a> project I am working on in IntelliJ IDEA 9.</p>

<pre><code>public class GameScoreUtilTest {
    @Test
    public void testCalculateResults() throws Exception {
        final Game game = new Game();

        final Player player1 = new Player();
        {
            final PlayedHole playedHole = new PlayedHole();
            playedHole.setScore(1);
            game.getHoleScoreMap().put(player1, playedHole);
        }
        {
            final PlayedHole playedHole = new PlayedHole();
            playedHole.setScore(3);
            game.getHoleScoreMap().put(player1, playedHole);
        }
        final GameResults gameResults = GameScoreUtil.calculateResults(game);

        assertEquals(4, gameResults.getScore());
    }
}
</code></pre>

<p>The full stack trace looks like this...</p>

<pre><code>!!! JUnit version 3.8 or later expected:

java.lang.RuntimeException: Stub!
    at junit.runner.BaseTestRunner.&lt;init&gt;(BaseTestRunner.java:5)
    at junit.textui.TestRunner.&lt;init&gt;(TestRunner.java:54)
    at junit.textui.TestRunner.&lt;init&gt;(TestRunner.java:48)
    at junit.textui.TestRunner.&lt;init&gt;(TestRunner.java:41)
    at com.intellij.rt.execution.junit.JUnitStarter.junitVersionChecks(JUnitStarter.java:152)
    at com.intellij.rt.execution.junit.JUnitStarter.canWorkWithJUnitVersion(JUnitStarter.java:136)
    at com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:49)
    at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
    at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
    at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
    at java.lang.reflect.Method.invoke(Method.java:597)
    at com.intellij.rt.execution.application.AppMain.main(AppMain.java:110)

Process finished with exit code -3
</code></pre>
","97901","","360211","","2017-05-30 18:27:42","2020-05-22 11:01:44","IntelliJ IDEA with Junit 4.7 ""!!! JUnit version 3.8 or later expected:""","<java><android><junit><intellij-idea>","23","4","28","","","CC BY-SA 3.0","2422378","17","17","java","1715860","3624966","3607018"
"4584541","1","4584552","","2011-01-03 12:47:19","","207","146626","<p>I'm playing around with Java's reflection API and trying to handle some fields. Now I'm stuck with identifying the type of my fields. Strings are easy, just do <code>myField.getType().equals(String.class)</code>. The same applies for other non-derived classes. But how do I check derived classes? E.g. <code>LinkedList</code> as subclass of <code>List</code>. I can't find any <code>isSubclassOf(...)</code> or <code>extends(...)</code> method. Do I need to walk through all <code>getSuperClass()</code> and find my supeclass by my own?</p>
","69968","","4298200","","2019-02-12 13:18:19","2020-03-23 08:00:04","Check if a Class Object is subclass of another Class Object in Java","<java><class><reflection>","7","2","28","","","CC BY-SA 4.0","4584541","17","17","java","1715860","3624966","3607018"
"3585034","1","","","2010-08-27 14:17:19","","207","340168","<p>In this code, how to generate a Java class for the composite key (how to composite key in hibernate):</p>

<pre><code>create table Time (
     levelStation int(15) not null,
     src varchar(100) not null,
     dst varchar(100) not null,
     distance int(15) not null,
     price int(15) not null,
     confPathID int(15) not null,
     constraint ConfPath_fk foreign key(confPathID) references ConfPath(confPathID),
     primary key (levelStation, confPathID)
) ENGINE=InnoDB DEFAULT CHARSET=utf8;
</code></pre>
","432998","","1025118","","2020-03-25 08:27:28","2020-03-25 08:27:28","How to map a composite key with JPA and Hibernate?","<java><hibernate><jpa><orm><composite-key>","8","2","104","","","CC BY-SA 4.0","3585034","17","17","java","1715860","3624966","3607018"
"4396284","1","4396530","","2010-12-09 08:38:52","","207","112117","<p>If I have a <a href=""http://static.springsource.org/spring/docs/2.0.x/api/org/springframework/transaction/annotation/Transactional.html"" rel=""noreferrer"">@Transactional</a> -annotation on a private method in a Spring bean, does the annotation have any effect?</p>

<p>If the <code>@Transactional</code> annotation is on a public method, it works and open a transaction.</p>

<pre><code>public class Bean {
  public void doStuff() {
     doPrivateStuff();
  }
  @Transactional
  private void doPrivateStuff() {

  }
}

...

Bean bean = (Bean)appContext.getBean(""bean"");
bean.doStuff();
</code></pre>
","1431","","","","","2020-09-15 15:51:33","Does Spring @Transactional attribute work on a private method?","<java><spring><transactions><annotations>","8","0","49","","","CC BY-SA 2.5","4396284","17","17","java","1715860","3624966","3607018"
"492184","1","492210","","2009-01-29 15:53:02","","207","131313","<p>How does one go about and try to find all subclasses of a given class (or all implementors of a given interface) in Java?
As of now, I have a method to do this, but I find it quite inefficient (to say the least).
The method is: </p>

<ol>
<li>Get a list of all class names that exist on the class path</li>
<li>Load each class and test to see if it is a subclass or implementor of the desired class or interface</li>
</ol>

<p>In Eclipse, there is a nice feature called the Type Hierarchy that manages to show this quite efficiently.
How does one go about and do it programmatically?</p>
","8840","Avrom","32043","","2009-10-02 13:15:49","2020-08-26 14:17:20","How do you find all subclasses of a given class in Java?","<java><class><interface><subclass>","16","4","43","","","CC BY-SA 2.5","492184","17","17","java","1715860","3624966","3607018"
"9261705","1","","","2012-02-13 13:52:37","","207","30369","<p>I am aware that every object requires heap memory and every primitive/reference on the stack requires stack memory.</p>

<p>When I attempt to create an object on the heap and there's insufficient memory to do so, the JVM creates an <a href=""http://docs.oracle.com/javase/7/docs/api/java/lang/OutOfMemoryError.html"">java.lang.OutOfMemoryError</a> on the heap and throws it to me.</p>

<p>So implicitly, this means that there is some memory reserved by the JVM on startup.</p>

<p>What happens when this reserved memory is used up (it would definitely be used up, read discussion below) and the JVM does not have enough memory on the heap to create an instance of <a href=""http://docs.oracle.com/javase/7/docs/api/java/lang/OutOfMemoryError.html"">java.lang.OutOfMemoryError</a>?</p>

<p>Does it just hang? Or would he throw me a <code>null</code> since there's no memory to <code>new</code> an instance of OOM ?</p>

<pre><code>try {
    Object o = new Object();
    // and operations which require memory (well.. that's like everything)
} catch (java.lang.OutOfMemoryError e) {
    // JVM had insufficient memory to create an instance of java.lang.OutOfMemoryError to throw to us
    // what next? hangs here, stuck forever?
    // or would the machine decide to throw us a ""null"" ? (since it doesn't have memory to throw us anything more useful than a null)
    e.printStackTrace(); // e.printStackTrace() requires memory too.. =X
}
</code></pre>

<p>==</p>

<p><strong>Why couldn't the JVM reserve sufficient memory?</strong></p>

<p>No matter how much memory is reserved, it is still possible for that memory to be used up if the JVM does not have a way to ""reclaim"" that memory:</p>

<pre><code>try {
    Object o = new Object();
} catch (java.lang.OutOfMemoryError e) {
    // JVM had 100 units of ""spare memory"". 1 is used to create this OOM.
    try {
        e.printStackTrace();
    } catch (java.lang.OutOfMemoryError e2) {
        // JVM had 99 units of ""spare memory"". 1 is used to create this OOM.
        try {
            e.printStackTrace();
        } catch (java.lang.OutOfMemoryError e3) {
            // JVM had 98 units of ""spare memory"". 1 is used to create this OOM.
            try {
                e.printStackTrace();
            } catch (java.lang.OutOfMemoryError e4) {
                // JVM had 97 units of ""spare memory"". 1 is used to create this OOM.
                try {
                    e.printStackTrace();
                } catch (java.lang.OutOfMemoryError e5) {
                    // JVM had 96 units of ""spare memory"". 1 is used to create this OOM.
                    try {
                        e.printStackTrace();
                    } catch (java.lang.OutOfMemoryError e6) {
                        // JVM had 95 units of ""spare memory"". 1 is used to create this OOM.
                        e.printStackTrace();
                        //........the JVM can't have infinite reserved memory, he's going to run out in the end
                    }
                }
            }
        }
    }
}
</code></pre>

<p>Or more concisely:</p>

<pre><code>private void OnOOM(java.lang.OutOfMemoryError e) {
    try {
        e.printStackTrace();
    } catch (java.lang.OutOfMemoryError e2) {
        OnOOM(e2);
    }
}
</code></pre>
","632951","","834176","","2012-02-13 16:25:14","2015-04-21 07:07:30","What happens when there's insufficient memory to throw an OutOfMemoryError?","<java><language-agnostic>","11","6","40","","","CC BY-SA 3.0","9261705","17","17","java","1715860","3624966","3607018"
"6865538","1","","","2011-07-28 20:55:24","","206","734403","<p>I'm trying to connect to the local MySQL server but I keep getting an error.</p>

<p>Here is the code.</p>

<pre><code>public class Connect {

    public static void main(String[] args) {
        Connection conn = null;

        try {
            String userName = ""myUsername"";
            String password = ""myPassword"";

            String url = ""jdbc:mysql://localhost:3306/myDatabaseName"";
            Class.forName(""com.mysql.jdbc.Driver"").newInstance();
            conn = DriverManager.getConnection(url, userName, password);
            System.out.println(""Database connection established"");
        } catch (Exception e) {
            System.err.println(""Cannot connect to database server"");
            System.err.println(e.getMessage());
            e.printStackTrace();
        } finally {
            if (conn != null) {
                try {
                    conn.close();
                    System.out.println(""Database Connection Terminated"");
                } catch (Exception e) {}
            }
        }
    }
}
</code></pre>

<p>and the errors :</p>

<pre><code>Cannot connect to database server
Communications link failure

The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
com.mysql.jdbc.exceptions.jdbc4.CommunicationsException: Communications link failure

The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
        at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
        at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:39)
        at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:27)
        at java.lang.reflect.Constructor.newInstance(Constructor.java:513)
        at com.mysql.jdbc.Util.handleNewInstance(Util.java:411)
        at com.mysql.jdbc.SQLError.createCommunicationsException(SQLError.java:1116)
        at com.mysql.jdbc.MysqlIO.&lt;init&gt;(MysqlIO.java:344)
        at com.mysql.jdbc.ConnectionImpl.coreConnect(ConnectionImpl.java:2333)
        at com.mysql.jdbc.ConnectionImpl.connectOneTryOnly(ConnectionImpl.java:2370)
        at com.mysql.jdbc.ConnectionImpl.createNewIO(ConnectionImpl.java:2154)
        at com.mysql.jdbc.ConnectionImpl.&lt;init&gt;(ConnectionImpl.java:792)
        at com.mysql.jdbc.JDBC4Connection.&lt;init&gt;(JDBC4Connection.java:47)
        at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
        at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:39)
        at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:27)
        at java.lang.reflect.Constructor.newInstance(Constructor.java:513)
        at com.mysql.jdbc.Util.handleNewInstance(Util.java:411)
        at com.mysql.jdbc.ConnectionImpl.getInstance(ConnectionImpl.java:381)
        at com.mysql.jdbc.NonRegisteringDriver.connect(NonRegisteringDriver.java:305)
        at java.sql.DriverManager.getConnection(DriverManager.java:582)
        at java.sql.DriverManager.getConnection(DriverManager.java:185)
        at Connect.main(Connect.java:16)
    Caused by: java.net.ConnectException: Connection refused
        at java.net.PlainSocketImpl.socketConnect(Native Method)
        at java.net.PlainSocketImpl.doConnect(PlainSocketImpl.java:351)
        at java.net.PlainSocketImpl.connectToAddress(PlainSocketImpl.java:213)
        at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:200)
        at java.net.SocksSocketImpl.connect(SocksSocketImpl.java:366)
        at java.net.Socket.connect(Socket.java:529)
        at java.net.Socket.connect(Socket.java:478)
        at java.net.Socket.&lt;init&gt;(Socket.java:375)
        at java.net.Socket.&lt;init&gt;(Socket.java:218)
        at com.mysql.jdbc.StandardSocketFactory.connect(StandardSocketFactory.java:257)
        at com.mysql.jdbc.MysqlIO.&lt;init&gt;(MysqlIO.java:294)
        ... 15 more
</code></pre>

<p>I've set the classpath, made sure my.cnf had the skip network option commented out. </p>

<p>java version is 1.2.0_26 (64 bit)
mysql 5.5.14
mysql connector 5.1.17</p>

<p>I made sure that the user had access to my database.</p>
","619048","","1391249","","2014-05-18 15:53:25","2020-08-14 14:51:15","Solving a ""communications link failure"" with JDBC and MySQL","<java><mysql><jdbc>","25","10","135","2016-07-27 06:04:10","","CC BY-SA 3.0","6865538","17","17","java","1715860","3624966","3607018"
"20353846","1","20360269","","2013-12-03 14:28:48","","206","142926","<p>I am currently in the process of using Mockito to mock my service layer objects in a Spring MVC application in which I want to test my Controller methods. However, as I have been reading on the specifics of Mockito, I have found that the methods <code>doReturn(...).when(...)</code> is equivalent to <code>when(...).thenReturn(...)</code>. So, my question is what is the point of having two methods that do the same thing or what is the subtle difference between <code>doReturn(...).when(...)</code> and <code>when(...).thenReturn(...)</code>?</p>

<p>Any help would be appreciated.</p>
","1618135","","","","","2020-02-04 08:25:48","Mockito - difference between doReturn() and when()","<java><unit-testing><mockito>","5","2","67","","","CC BY-SA 3.0","20353846","17","17","java","1715860","3624966","3607018"
"46663","1","47452","","2008-09-05 19:23:00","","206","242735","<p>Is it possible to send an email from my Java application using a GMail account?  I have configured my company mail server with Java app to send email, but that's not going to cut it when I distribute the application. Answers with any of using Hotmail, Yahoo or GMail are acceptable.</p>
","1288","Bill the Lizard","1288","","2015-07-04 15:24:52","2020-06-24 12:33:08","How can I send an email by Java application using GMail, Yahoo, or Hotmail?","<java><email><gmail><javamail><mail-server>","14","0","135","","","CC BY-SA 3.0","46663","17","17","java","1715860","3624966","3607018"
"5054132","1","5054217","","2011-02-19 23:11:23","","206","259169","<p>I have this little crazy method that converts BigDecimal values into nice and readable Strings.</p>

<pre><code>private String formatBigDecimal(BigDecimal bd){
    DecimalFormat df = new DecimalFormat();
    df.setMinimumFractionDigits(3);
    df.setMaximumFractionDigits(3);
    df.setMinimumIntegerDigits(1);
    df.setMaximumIntegerDigits(3);
    df.setGroupingSize(20);
    return df.format(bd);
}
</code></pre>

<p>It however, also produces a so called grouping separator <code>"",""</code> that makes all my values come out like this:</p>

<pre><code>xxx,xxx
</code></pre>

<p>I do need the separator to be a dot or a point and not a comma. 
Does anybody have a clue of how to accomplish this little feat?</p>

<p>I have read <a href=""http://developer.android.com/reference/java/math/BigDecimal.html"">this</a> and in particular <a href=""http://developer.android.com/reference/java/text/DecimalFormat.html"">this</a> to death now but I cannot find a way to get this done.
Am I approaching this the wrong way? Is there a much more elegant way of doing this? Maybe even a solution that accounts for different local number representations, since the comma would be perfect by European standards.</p>
","608728","","125389","","2014-04-24 14:13:58","2020-07-17 21:02:22","How to change the decimal separator of DecimalFormat from comma to dot/point?","<java><android><bigdecimal><decimal-point><decimalformat>","6","1","37","","","CC BY-SA 3.0","5054132","17","17","java","1715860","3624966","3607018"
"10332132","1","10332167","","2012-04-26 11:04:27","","206","192121","<pre><code>Integer i = ...

switch (i){
    case null:
        doSomething0();
        break;    
    }
</code></pre>

<p>In the code above I cant use null in switch case statement. How can I do this differently?
I can't use <code>default</code> because then I want to do something else.</p>
","431769","","1579085","","2012-10-10 15:25:30","2019-12-10 09:59:39","How to use null in switch","<java><switch-statement>","12","2","21","","","CC BY-SA 3.0","10332132","17","17","java","1715860","3624966","3607018"
"650894","1","10143872","","2009-03-16 15:25:21","","206","73961","<p>Is there a way to set my own custom test case names when using parameterized tests in JUnit4?</p>

<p>I'd like to change the default &#8212; <code>[Test class].runTest[n]</code> &#8212; to something meaningful.</p>
","6583","Epaga","122607","Epaga","2012-08-27 19:51:24","2017-06-06 17:00:04","Changing names of parameterized tests","<java><junit><junit4><parameterized>","12","0","38","","","CC BY-SA 3.0","650894","17","17","java","1715860","3624966","3607018"
"16159203","1","16323196","","2013-04-23 01:03:58","","205","49568","<p>A sensitive operation in my lab today went completely wrong. An actuator on an electron microscope went over its boundary, and after a chain of events I lost $12 million of equipment. I've narrowed down over 40K lines in the faulty module to this:</p>

<pre><code>import java.util.*;

class A {
    static Point currentPos = new Point(1,2);
    static class Point {
        int x;
        int y;
        Point(int x, int y) {
            this.x = x;
            this.y = y;
        }
    }
    public static void main(String[] args) {
        new Thread() {
            void f(Point p) {
                synchronized(this) {}
                if (p.x+1 != p.y) {
                    System.out.println(p.x+"" ""+p.y);
                    System.exit(1);
                }
            }
            @Override
            public void run() {
                while (currentPos == null);
                while (true)
                    f(currentPos);
            }
        }.start();
        while (true)
            currentPos = new Point(currentPos.x+1, currentPos.y+1);
    }
}
</code></pre>

<p>Some samples of the output I'm getting:</p>

<pre><code>$ java A
145281 145282
$ java A
141373 141374
$ java A
49251 49252
$ java A
47007 47008
$ java A
47427 47428
$ java A
154800 154801
$ java A
34822 34823
$ java A
127271 127272
$ java A
63650 63651
</code></pre>

<p>Since there isn't any floating point arithmetic here, and we all know signed integers behave well on overflow in Java, I'd think there's nothing wrong with this code. However, despite the output indicating that the program didn't reach the exit condition, it reached the exit condition (it was both reached <strong>and</strong> not reached?). Why?</p>

<hr>

<p>I've noticed this doesn't happen in some environments. I'm on <a href=""http://en.wikipedia.org/wiki/OpenJDK"" rel=""noreferrer"">OpenJDK</a> 6 on 64-bit Linux.</p>
","2213023","","2370483","","2019-01-24 13:24:43","2019-01-24 13:24:43","Why does this Java program terminate despite that apparently it shouldn't (and didn't)?","<java><concurrency><java-memory-model><memory-visibility>","5","18","78","","","CC BY-SA 3.0","16159203","17","17","java","1715860","3624966","3607018"
"7853502","1","7853536","","2011-10-21 18:09:20","","205","927564","<p>How do I parse a <code>String</code> value to a <code>char</code> type, in Java?  </p>

<p>I know how to do it to int and double (for example <code>Integer.parseInt(""123"")</code>).
Is there a class for Strings and Chars?</p>
","1006201","","1039203","","2019-03-24 03:49:12","2020-07-23 06:44:26","How to convert/parse from String to char in java?","<java><string><parsing><char>","14","4","44","","","CC BY-SA 4.0","7853502","17","17","java","1715860","3624966","3607018"
"11881479","1","11881628","","2012-08-09 10:33:44","","205","405554","<p>Well the question pretty much says everything. Using JPARepository how do I update an entity?</p>

<p>JPARepository has only a <strong>save</strong> method, which does not tell me if it's create or update actually. For example, I insert a simple Object to the database User, which has three fields: <code>firstname</code>, <code>lastname</code> and <code>age</code>:</p>

<pre><code> @Entity
 public class User {

  private String firstname;
  private String lastname;
  //Setters and getters for age omitted, but they are the same as with firstname and lastname.
  private int age;

  @Column
  public String getFirstname() {
    return firstname;
  }
  public void setFirstname(String firstname) {
    this.firstname = firstname;
  }

  @Column
  public String getLastname() {
    return lastname;
  }
  public void setLastname(String lastname) {
    this.lastname = lastname;
  }

  private long userId;

  @Id
  @GeneratedValue(strategy=GenerationType.AUTO)
  public long getUserId(){
    return this.userId;
  }

  public void setUserId(long userId){
    this.userId = userId;
  }
}
</code></pre>

<p>Then I simply call <code>save()</code>, which at this point is actually an insert into database:</p>

<pre><code> User user1 = new User();
 user1.setFirstname(""john""); user1.setLastname(""dew"");
 user1.setAge(16);

 userService.saveUser(user1);// This call is actually using the JPARepository: userRepository.save(user);
</code></pre>

<p>So far so good. Now I want to update this user, say change his age. For this purpose I could use a Query, either QueryDSL or NamedQuery, whatever. But, considering I just want to use spring-data-jpa and the JPARepository, how do I tell it that instead of an insert I want to do an update? </p>

<p>Specifically, how do I tell spring-data-jpa that users with the same username and firstname are actually EQUAL and that the existing entity supposed to be updated? Overriding equals did not solve this problem.</p>
","1059372","","5305936","","2019-09-25 06:58:18","2020-05-06 05:10:12","How do I update an entity using spring-data-jpa?","<java><jpa><spring-data-jpa>","9","5","60","","","CC BY-SA 4.0","11881479","17","17","java","1715860","3624966","3607018"
